,total_votes,per_dem,per_gop,state_abbr,county_name,total_pop,Alabama,Alabama_CountyPopulation,Alabama_Votes,Alabama_gop,Alabama_dem,Arkansas,Arkansas_Votes,Arizona,Arizona_Votes,California,California_Votes
271,2707,0.496859993,0.409678611,CO,Saguache County,"6,368",,,,,,,,,,,
272,506,0.523715415,0.424901186,CO,San Juan County,705,,,,,,,,,,,
273,4311,0.686615634,0.238923684,CO,San Miguel County,"8,072",,,,,,,,,,,
274,1364,0.195747801,0.744134897,CO,Sedgwick County,"2,404",,,,,,,,,,,
275,16061,0.591619451,0.315297927,CO,Summit County,"31,055",,,,,,,,,,,
276,14203,0.249735971,0.674505386,CO,Teller County,"24,710",,,,,,,,,,,
277,2708,0.106720827,0.843426883,CO,Washington County,"4,817",,,,,,,,,,,
278,133790,0.342843262,0.567172434,CO,Weld County,"328,981",,,,,,,,,,,
279,4664,0.150300172,0.805102916,CO,Yuma County,"9,988",,,,,,,,,,,
280,410279,0.581855274,0.378905574,CT,Fairfield County,"957,419",,,,,,,,,,,
281,399219,0.585615915,0.370503408,CT,Hartford County,"899,498",,,,,,,,,,,
282,97434,0.40885112,0.547816984,CT,Litchfield County,"185,186",,,,,,,,,,,
283,88402,0.512499717,0.439435759,CT,Middlesex County,"164,245",,,,,,,,,,,
284,375909,0.541623106,0.421306752,CT,New Haven County,"864,835",,,,,,,,,,,
285,124527,0.505520891,0.438250339,CT,New London County,"268,555",,,,,,,,,,,
286,77069,0.49890358,0.441020384,CT,Tolland County,"149,788",,,,,,,,,,,
287,50703,0.42948149,0.507622823,CT,Windham County,"116,418",,,,,,,,,,,
288,280272,0.928465919,0.041220671,DC,District of Columbia,"689,545",,,,,,,,,,,
289,74253,0.4490997,0.498148223,DE,Kent County,"181,851",,,,,,,,,,,
290,261468,0.623039913,0.327026634,DE,New Castle County,"570,719",,,,,,,,,,,
291,105814,0.371680496,0.591670289,DE,Sussex County,"237,378",,,,,,,,,,,
292,127827,0.58962504,0.36443005,FL,Alachua County,"278,468",,,,,,,,,,,
293,12634,0.167167959,0.814785499,FL,Baker County,"28,259",,,,,,,,,,,
294,87151,0.248866909,0.711523677,FL,Bay County,"175,216",,,,,,,,,,,
295,12098,0.241692842,0.736733344,FL,Bradford County,"28,303",,,,,,,,,,,
296,314337,0.380244769,0.577787534,FL,Brevard County,"606,612",,,,,,,,,,,
297,822837,0.664719744,0.314182517,FL,Broward County,"1,944,375",,,,,,,,,,,
298,6067,0.20372507,0.765946926,FL,Calhoun County,"13,648",,,,,,,,,,,
299,96323,0.346968014,0.624939007,FL,Charlotte County,"186,847",,,,,,,,,,,
300,79590,0.286028396,0.683213972,FL,Citrus County,"153,843",,,,,,,,,,,
301,106363,0.261068229,0.704173444,FL,Clay County,"218,245",,,,,,,,,,,
302,170505,0.357414739,0.617559602,FL,Collier County,"375,752",,,,,,,,,,,
303,28696,0.264810427,0.709471703,FL,Columbia County,"69,698",,,,,,,,,,,
304,10761,0.349502834,0.626707555,FL,DeSoto County,"33,976",,,,,,,,,,,
305,7202,0.176339906,0.808386559,FL,Dixie County,"16,759",,,,,,,,,,,
306,428734,0.474949502,0.489956477,FL,Duval County,"995,567",,,,,,,,,,,
307,151609,0.37671906,0.582880964,FL,Escambia County,"321,905",,,,,,,,,,,
308,57413,0.382927212,0.588786512,FL,Flagler County,"115,378",,,,,,,,,,,
309,6003,0.289521906,0.686156922,FL,Franklin County,"12,451",,,,,,,,,,,
310,22079,0.679106844,0.304406902,FL,Gadsden County,"43,826",,,,,,,,,,,
311,8418,0.173081492,0.800665241,FL,Gilchrist County,"17,864",,,,,,,,,,,
312,4355,0.29184845,0.687944891,FL,Glades County,"12,126",,,,,,,,,,,
313,7279,0.235609287,0.730869625,FL,Gulf County,"14,192",,,,,,,,,,,
314,5451,0.348376445,0.630893414,FL,Hamilton County,"14,004",,,,,,,,,,,
315,7577,0.283357529,0.691302626,FL,Hardee County,"25,327",,,,,,,,,,,
316,11106,0.415090942,0.557536467,FL,Hendry County,"39,619",,,,,,,,,,,
317,93878,0.338929249,0.628784167,FL,Hernando County,"194,515",,,,,,,,,,,
318,45589,0.326855162,0.647283336,FL,Highlands County,"101,235",,,,,,,,,,,
319,595072,0.514932647,0.446883738,FL,Hillsborough County,"1,459,762",,,,,,,,,,,
320,8506,0.10016459,0.878909005,FL,Holmes County,"19,653",,,,,,,,,,,
321,79897,0.362929772,0.607832584,FL,Indian River County,"159,788",,,,,,,,,,,
322,20997,0.303995809,0.67776349,FL,Jackson County,"47,319",,,,,,,,,,,
323,7641,0.462897527,0.514330585,FL,Jefferson County,"14,510",,,,,,,,,,,
324,3375,0.152592593,0.828148148,FL,Lafayette County,"8,226",,,,,,,,,,,
325,169898,0.36843871,0.599700997,FL,Lake County,"383,956",,,,,,,,,,,
326,325797,0.382830413,0.586687416,FL,Lee County,"760,822",,,,,,,,,,,
327,151925,0.605140694,0.353970709,FL,Leon County,"292,198",,,,,,,,,,,
328,19367,0.26286983,0.710383642,FL,Levy County,"42,915",,,,,,,,,,,
329,3295,0.197572079,0.771471927,FL,Liberty County,"7,974",,,,,,,,,,,
330,8503,0.414677173,0.570269317,FL,Madison County,"17,968",,,,,,,,,,,
331,178521,0.398082018,0.569574448,FL,Manatee County,"399,710",,,,,,,,,,,
332,174485,0.355090695,0.617302347,FL,Marion County,"375,908",,,,,,,,,,,
333,85741,0.35173371,0.620263351,FL,Martin County,"158,431",,,,,,,,,,,
334,978670,0.636584344,0.340938212,FL,Miami-Dade County,"2,701,767",,,,,,,,,,,
335,42434,0.446552293,0.515742094,FL,Monroe County,"82,874",,,,,,,,,,,
336,46537,0.23312633,0.735350366,FL,Nassau County,"90,352",,,,,,,,,,,
337,100657,0.235562355,0.713194313,FL,Okaloosa County,"211,668",,,,,,,,,,,
338,13632,0.28997946,0.685299296,FL,Okeechobee County,"39,644",,,,,,,,,,,
339,545800,0.603845731,0.357440454,FL,Orange County,"1,429,908",,,,,,,,,,,
340,139981,0.609275545,0.358991577,FL,Osceola County,"388,656",,,,,,,,,,,
341,657235,0.565111414,0.411971365,FL,Palm Beach County,"1,492,191",,,,,,,,,,,
342,240814,0.373724119,0.589430017,FL,Pasco County,"561,891",,,,,,,,,,,
343,491520,0.474704997,0.48572998,FL,Pinellas County,"959,107",,,,,,,,,,,
344,283828,0.41286272,0.553912933,FL,Polk County,"725,046",,,,,,,,,,,
345,32652,0.303809874,0.669882396,FL,Putnam County,"73,321",,,,,,,,,,,
346,87432,0.210426389,0.744876018,FL,Santa Rosa County,"273,425",,,,,,,,,,,
347,228509,0.427449247,0.543077078,FL,Sarasota County,"329,226",,,,,,,,,,,
348,224377,0.470685498,0.48697059,FL,Seminole County,"188,000",,,,,,,,,,,
349,136392,0.315539035,0.649840167,FL,St. Johns County,"434,006",,,,,,,,,,,
350,140731,0.4747497,0.499165074,FL,St. Lucie County,"470,856",,,,,,,,,,,
351,76649,0.295254994,0.687836762,FL,Sumter County,"129,752",,,,,,,,,,,
352,18675,0.211780455,0.764712182,FL,Suwannee County,"43,474",,,,,,,,,,,
353,9279,0.231598233,0.746093329,FL,Taylor County,"21,796",,,,,,,,,,,
354,5693,0.178113473,0.802213244,FL,Union County,"16,147",,,,,,,,,,,
355,260304,0.41794594,0.5484472,FL,Volusia County,"553,543",,,,,,,,,,,
356,15344,0.283368092,0.684762774,FL,Wakulla County,"33,764",,,,,,,,,,,
357,33559,0.204445901,0.765666438,FL,Walton County,"75,305",,,,,,,,,,,
358,11144,0.202889447,0.774407753,FL,Washington County,"25,318",,,,,,,,,,,
359,7003,0.204769385,0.784235328,GA,Appling County,"18,444",,,,,,,,,,,
360,2604,0.267281106,0.719278034,GA,Atkinson County,"8,286",,,,,,,,,,,
361,4010,0.151371571,0.836907731,GA,Bacon County,"11,140",,,,,,,,,,,
362,1440,0.451388889,0.538194444,GA,Baker County,"2,876",,,,,,,,,,,
363,16075,0.495489891,0.47844479,GA,Baldwin County,"43,799",,,,,,,,,,,
364,6946,0.098473942,0.882522315,GA,Banks County,"18,035",,,,,,,,,,,
365,28828,0.228250312,0.732100735,GA,Barrow County,"83,505",,,,,,,,,,,
366,39263,0.208949902,0.760996358,GA,Bartow County,"108,901",,,,,,,,,,,
367,5923,0.354212392,0.630423772,GA,Ben Hill County,"17,194",,,,,,,,,,,
368,6563,0.158616486,0.824013409,GA,Berrien County,"18,160",,,,,,,,,,,
369,58327,0.589486859,0.387282048,GA,Bibb County,"157,346",,,,,,,,,,,
370,4934,0.221726794,0.753344143,GA,Bleckley County,"12,583",,,,,,,,,,,
371,6285,0.098488465,0.884805091,GA,Brantley County,"18,021",,,,,,,,,,,
372,6268,0.39948947,0.586949585,GA,Brooks County,"16,301",,,,,,,,,,,
373,15063,0.266215229,0.697935338,GA,Bryan County,"44,738",,,,,,,,,,,
374,24151,0.36487102,0.59939547,GA,Bulloch County,"81,099",,,,,,,,,,,
375,9350,0.505882353,0.480320856,GA,Burke County,"24,596",,,,,,,,,,,
376,9477,0.270760789,0.708768598,GA,Butts County,"25,434",,,,,,,,,,,
377,2023,0.58230351,0.409787444,GA,Calhoun County,"5,573",,,,,,,,,,,
378,18825,0.314156707,0.652695883,GA,Camden County,"54,768",,,,,,,,,,,
379,3757,0.272291722,0.708277881,GA,Candler County,"10,981",,,,,,,,,,,
380,43744,0.283970373,0.685419715,GA,Carroll County,"119,148",,,,,,,,,,,
381,26510,0.179894379,0.786872878,GA,Catoosa County,"67,872",,,,,,,,,,,
382,4008,0.250499002,0.736027944,GA,Charlton County,"12,518",,,,,,,,,,,
383,106013,0.556516654,0.411732523,GA,Chatham County,"295,291",,,,,,,,,,,
384,1384,0.428468208,0.539017341,GA,Chattahoochee County,"9,565",,,,,,,,,,,
385,8246,0.195488722,0.783046325,GA,Chattooga County,"24,965",,,,,,,,,,,
386,110825,0.227412587,0.727371983,GA,Cherokee County,"266,620",,,,,,,,,,,
387,44221,0.667420456,0.286990344,GA,Clarke County,"128,671",,,,,,,,,,,
388,1271,0.548387097,0.445318647,GA,Clay County,"2,848",,,,,,,,,,,
389,89236,0.850643238,0.131561253,GA,Clayton County,"297,595",,,,,,,,,,,
390,2443,0.280392959,0.705689726,GA,Clinch County,"6,749",,,,,,,,,,,
391,326424,0.488370953,0.467496263,GA,Cobb County,"766,149",,,,,,,,,,,
392,13896,0.294329303,0.689047208,GA,Coffee County,"43,092",,,,,,,,,,,
393,13592,0.254561507,0.727781048,GA,Colquitt County,"45,898",,,,,,,,,,,
394,64190,0.293861972,0.670821,GA,Columbia County,"156,010",,,,,,,,,,,
395,6038,0.290162305,0.691454124,GA,Cook County,"17,229",,,,,,,,,,,
396,61315,0.270276441,0.693353992,GA,Coweta County,"146,158",,,,,,,,,,,
397,5157,0.275159977,0.704285437,GA,Crawford County,"12,130",,,,,,,,,,,
398,7500,0.378,0.6052,GA,Crisp County,"20,128",,,,,,,,,,,
399,6238,0.154697018,0.809073421,GA,Dade County,"16,251",,,,,,,,,,,
400,11680,0.123630137,0.845890411,GA,Dawson County,"26,798",,,,,,,,,,,
401,10238,0.400859543,0.586931041,GA,Decatur County,"29,367",,,,,,,,,,,
402,295871,0.808227234,0.160647715,GA,DeKalb County,"764,382",,,,,,,,,,,
403,6995,0.262473195,0.717798427,GA,Dodge County,"19,925",,,,,,,,,,,
404,3836,0.484880083,0.505995829,GA,Dooly County,"11,208",,,,,,,,,,,
405,33925,0.684568902,0.301459101,GA,Dougherty County,"85,790",,,,,,,,,,,
406,57365,0.539893663,0.432371655,GA,Douglas County,"144,237",,,,,,,,,,,
407,4782,0.45273944,0.533667921,GA,Early County,"10,854",,,,,,,,,,,
408,1175,0.132765957,0.856170213,GA,Echols County,"3,697",,,,,,,,,,,
409,23395,0.207351998,0.763624706,GA,Effingham County,"64,769",,,,,,,,,,,
410,7912,0.316860465,0.665950455,GA,Elbert County,"19,637",,,,,,,,,,,
411,7838,0.310410819,0.680020413,GA,Emanuel County,"22,768",,,,,,,,,,,
412,3602,0.313714603,0.667406996,GA,Evans County,"10,774",,,,,,,,,,,
413,11764,0.163209793,0.817919075,GA,Fannin County,"25,319",,,,,,,,,,,
414,60387,0.385099442,0.580157981,GA,Fayette County,"119,194",,,,,,,,,,,
415,34250,0.266481752,0.702043796,GA,Floyd County,"98,584",,,,,,,,,,,
416,97314,0.240736174,0.717276034,GA,Forsyth County,"251,283",,,,,,,,,,,
417,8474,0.146683975,0.832428605,GA,Franklin County,"23,424",,,,,,,,,,,
418,407173,0.692273309,0.271069054,GA,Fulton County,"1,066,710",,,,,,,,,,,
419,12713,0.153779596,0.82317313,GA,Gilmer County,"31,353",,,,,,,,,,,
420,1390,0.099280576,0.888489209,GA,Glascock County,"2,884",,,,,,,,,,,
421,34041,0.344819482,0.631062542,GA,Glynn County,"84,499",,,,,,,,,,,
422,18850,0.168488064,0.804827586,GA,Gordon County,"57,544",,,,,,,,,,,
423,9187,0.327092631,0.658212692,GA,Grady County,"26,236",,,,,,,,,,,
424,8831,0.361680444,0.621447175,GA,Greene County,"18,915",,,,,,,,,,,
425,323931,0.509562222,0.452142586,GA,Gwinnett County,"957,062",,,,,,,,,,,
426,16128,0.153955853,0.817460317,GA,Habersham County,"46,031",,,,,,,,,,,
427,70133,0.230319536,0.73689989,GA,Hall County,"203,136",,,,,,,,,,,
428,3572,0.754479283,0.235442329,GA,Hancock County,"8,735",,,,,,,,,,,
429,11317,0.130246532,0.846425731,GA,Haralson County,"29,919",,,,,,,,,,,
430,16392,0.249023914,0.727855051,GA,Harris County,"34,668",,,,,,,,,,,
431,10077,0.256326288,0.722933413,GA,Hart County,"25,828",,,,,,,,,,,
432,4206,0.176652401,0.801236329,GA,Heard County,"11,412",,,,,,,,,,,
433,98037,0.509011904,0.465548721,GA,Henry County,"240,712",,,,,,,,,,,
434,59559,0.377105055,0.593545896,GA,Houston County,"163,633",,,,,,,,,,,
435,3659,0.243235857,0.740912818,GA,Irwin County,"9,666",,,,,,,,,,,
436,27057,0.165169827,0.804006357,GA,Jackson County,"75,907",,,,,,,,,,,
437,6016,0.256648936,0.723570479,GA,Jasper County,"14,588",,,,,,,,,,,
438,5089,0.177048536,0.80605227,GA,Jeff Davis County,"14,779",,,,,,,,,,,
439,6934,0.549322181,0.44087107,GA,Jefferson County,"15,709",,,,,,,,,,,
440,3034,0.365194463,0.623599209,GA,Jenkins County,"8,674",,,,,,,,,,,
441,3682,0.308527974,0.684139055,GA,Johnson County,"9,189",,,,,,,,,,,
442,12524,0.31619291,0.66304695,GA,Jones County,"28,347",,,,,,,,,,,
443,7575,0.299273927,0.684224422,GA,Lamar County,"18,500",,,,,,,,,,,
444,2861,0.28137015,0.693463824,GA,Lanier County,"9,877",,,,,,,,,,,
445,19448,0.346410942,0.637649116,GA,Laurens County,"49,570",,,,,,,,,,,
446,14106,0.224443499,0.754359847,GA,Lee County,"33,163",,,,,,,,,,,
447,16082,0.592650168,0.380860589,GA,Liberty County,"65,256",,,,,,,,,,,
448,4100,0.31,0.672926829,GA,Lincoln County,"7,690",,,,,,,,,,,
449,4109,0.330007301,0.638354831,GA,Long County,"16,168",,,,,,,,,,,
450,36813,0.396979328,0.578817266,GA,Lowndes County,"118,251",,,,,,,,,,,
451,12324,0.179811749,0.78002272,GA,Lumpkin County,"33,488",,,,,,,,,,,
452,4287,0.630977373,0.359225566,GA,Macon County,"21,632",,,,,,,,,,,
453,11945,0.202846379,0.76977815,GA,Madison County,"10,975",,,,,,,,,,,
454,3183,0.381087025,0.603518693,GA,Marion County,"12,082",,,,,,,,,,,
455,9268,0.399115235,0.586102719,GA,McDuffie County,"30,120",,,,,,,,,,,
456,5893,0.389954183,0.590870524,GA,McIntosh County,"7,498",,,,,,,,,,,
457,9181,0.413898268,0.568129833,GA,Meriwether County,"20,613",,,,,,,,,,,
458,2540,0.24488189,0.743307087,GA,Miller County,"6,000",,,,,,,,,,,
459,7857,0.444444444,0.543718977,GA,Mitchell County,"21,755",,,,,,,,,,,
460,12675,0.281656805,0.695936884,GA,Monroe County,"27,957",,,,,,,,,,,
461,3560,0.237921348,0.749438202,GA,Montgomery County,"8,610",,,,,,,,,,,
462,9435,0.281717011,0.69517753,GA,Morgan County,"20,097",,,,,,,,,,,
463,12422,0.1448237,0.832394139,GA,Murray County,"39,973",,,,,,,,,,,
464,68320,0.579654567,0.39375,GA,Muscogee County,"206,922",,,,,,,,,,,
465,43787,0.500970608,0.477470482,GA,Newton County,"112,483",,,,,,,,,,,
466,19030,0.276037835,0.677088807,GA,Oconee County,"41,799",,,,,,,,,,,
467,6650,0.275037594,0.695037594,GA,Oglethorpe County,"14,825",,,,,,,,,,,
468,64601,0.278695376,0.691103853,GA,Paulding County,"168,661",,,,,,,,,,,
469,10699,0.47509113,0.505187401,GA,Peach County,"27,981",,,,,,,,,,,
470,13982,0.141396081,0.833285653,GA,Pickens County,"33,216",,,,,,,,,,,
471,7297,0.123749486,0.86350555,GA,Pierce County,"19,716",,,,,,,,,,,
472,8675,0.142824207,0.838386167,GA,Pike County,"18,889",,,,,,,,,,,
473,14158,0.202217827,0.777369685,GA,Polk County,"42,853",,,,,,,,,,,
474,3598,0.306837132,0.677042802,GA,Pulaski County,"9,855",,,,,,,,,,,
475,9431,0.291061393,0.690912947,GA,Putnam County,"22,047",,,,,,,,,,,
476,1044,0.441570881,0.550766284,GA,Quitman County,"2,235",,,,,,,,,,,
477,7949,0.181532268,0.790917096,GA,Rabun County,"16,883",,,,,,,,,,,
478,2895,0.55164076,0.438687392,GA,Randolph County,"6,425",,,,,,,,,,,
479,74952,0.649842566,0.326088697,GA,Richmond County,"206,607",,,,,,,,,,,
480,37589,0.617361462,0.358163292,GA,Rockdale County,"93,570",,,,,,,,,,,
481,1909,0.210057622,0.771084337,GA,Schley County,"4,547",,,,,,,,,,,
482,5699,0.403579575,0.579926303,GA,Screven County,"14,067",,,,,,,,,,,
483,3577,0.331562762,0.655018172,GA,Seminole County,"9,147",,,,,,,,,,,
484,25940,0.360331534,0.602775636,GA,Spalding County,"67,306",,,,,,,,,,,
485,9760,0.188012295,0.787090164,GA,Stephens County,"26,784",,,,,,,,,,,
486,2053,0.594252314,0.392109109,GA,Stewart County,"5,314",,,,,,,,,,,
487,10973,0.503052948,0.480725417,GA,Sumter County,"29,616",,,,,,,,,,,
488,3243,0.617021277,0.368794326,GA,Talbot County,"5,733",,,,,,,,,,,
489,897,0.607580825,0.389074693,GA,Taliaferro County,"1,559",,,,,,,,,,,
490,6879,0.243930804,0.74022387,GA,Tattnall County,"22,842",,,,,,,,,,,
491,3402,0.380658436,0.606114051,GA,Taylor County,"7,816",,,,,,,,,,,
492,3794,0.346072746,0.645492884,GA,Telfair County,"12,477",,,,,,,,,,,
493,4179,0.542474276,0.447954056,GA,Terrell County,"9,185",,,,,,,,,,,
494,18730,0.38109984,0.599305926,GA,Thomas County,"45,798",,,,,,,,,,,
495,12796,0.304157549,0.67833698,GA,Tift County,"41,344",,,,,,,,,,,
496,9108,0.256697409,0.725955204,GA,Toombs County,"27,030",,,,,,,,,,,
497,6726,0.179304193,0.799435028,GA,Towns County,"12,493",,,,,,,,,,,
498,2700,0.318518519,0.66962963,GA,Treutlen County,"6,406",,,,,,,,,,,
499,25793,0.372077695,0.606482379,GA,Troup County,"69,426",,,,,,,,,,,
500,3390,0.366666667,0.617699115,GA,Turner County,"9,006",,,,,,,,,,,
501,4053,0.486059709,0.501850481,GA,Twiggs County,"8,022",,,,,,,,,,,
502,12039,0.162970346,0.818091204,GA,Union County,"24,632",,,,,,,,,,,
503,10924,0.317740754,0.667154888,GA,Upson County,"27,700",,,,,,,,,,,
504,23939,0.175988972,0.791094031,GA,Walker County,"67,654",,,,,,,,,,,
505,40425,0.204799011,0.769152752,GA,Walton County,"96,673",,,,,,,,,,,
506,12150,0.282798354,0.700246914,GA,Ware County,"36,251",,,,,,,,,,,
507,2332,0.563036021,0.424957118,GA,Warren County,"5,215",,,,,,,,,,,
508,8422,0.497150321,0.491332225,GA,Washington County,"19,988",,,,,,,,,,,
509,10376,0.19651118,0.785177332,GA,Wayne County,"30,144",,,,,,,,,,,
510,1114,0.422800718,0.565529623,GA,Webster County,"2,348",,,,,,,,,,,
511,2102,0.307326356,0.676022835,GA,Wheeler County,"7,471",,,,,,,,,,,
512,11771,0.142044006,0.82839181,GA,White County,"28,003",,,,,,,,,,,
513,30362,0.261017061,0.708583097,GA,Whitfield County,"102,864",,,,,,,,,,,
514,2973,0.286579213,0.705011773,GA,Wilcox County,"8,766",,,,,,,,,,,
515,4470,0.412527964,0.574720358,GA,Wilkes County,"9,565",,,,,,,,,,,
516,4276,0.442703461,0.545369504,GA,Wilkinson County,"8,877",,,,,,,,,,,
517,8266,0.243769659,0.743285749,GA,Worth County,"20,784",,,,,,,,,,,
518,64865,0.636059508,0.269791105,HI,Hawaii County,"200,629",,,,,,,,,,,
519,285683,0.614786319,0.31607061,HI,Honolulu County,"1,016,508",,,,,,,,,,,
520,26335,0.624871844,0.287602051,HI,Kauai County,"73,298",,,,,,,,,,,
521,51942,0.64454584,0.258846406,HI,Maui County,"164,754",,,,,,,,,,,
522,3759,0.29981378,0.653365257,IA,Adair County,"7,496",,,,,,,,,,,
523,2082,0.271373679,0.669068204,IA,Adams County,"3,704",,,,,,,,,,,
524,6837,0.352347521,0.595582858,IA,Allamakee County,"14,061",,,,,,,,,,,
525,6096,0.297408136,0.661253281,IA,Appanoose County,"12,317",,,,,,,,,,,
526,3379,0.319325244,0.631843741,IA,Audubon County,"5,674",,,,,,,,,,,
527,13690,0.341271001,0.600876552,IA,Benton County,"25,575",,,,,,,,,,,
528,63221,0.506255833,0.433115579,IA,Black Hawk County,"131,144",,,,,,,,,,,
529,13984,0.394522311,0.533323799,IA,Boone County,"26,715",,,,,,,,,,,
530,13350,0.400674157,0.539250936,IA,Bremer County,"24,988",,,,,,,,,,,
531,10137,0.391240012,0.542961428,IA,Buchanan County,"20,565",,,,,,,,,,,
532,8179,0.34857562,0.598483922,IA,Buena Vista County,"20,823",,,,,,,,,,,
533,7457,0.290063028,0.65951455,IA,Butler County,"14,334",,,,,,,,,,,
534,5105,0.273457395,0.678942214,IA,Calhoun County,"9,927",,,,,,,,,,,
535,10435,0.316722568,0.635074269,IA,Carroll County,"20,760",,,,,,,,,,,
536,7055,0.275832743,0.673990078,IA,Cass County,"13,127",,,,,,,,,,,
537,9386,0.381206052,0.562007245,IA,Cedar County,"18,505",,,,,,,,,,,
